id,prediction
2971,2241.67258301
2975,672.689685059
2979,995.759691162
2985,8929.11013672
2995,2780.49951172
2996,1369.07623535
3001,2873.91662109
3007,2679.11085449
3008,881.620447998
3014,3449.06848633
3017,11783.4058789
3021,1275.00323486
3025,2572.31461426
3026,973.746955566
3034,2289.44533203
3035,2553.19199707
3044,2930.14595215
3046,3286.30212891
3047,5752.00211914
3057,3073.54530273
3059,6519.17823242
3063,4225.66405273
3065,1357.29094238
3067,2330.08054687
3069,1323.03093018
3076,3377.96539551
3086,1186.88056641
3088,2364.84209473
3090,1811.6529126
3096,3216.04646484
3100,1042.39203979
3102,2168.04833008
3103,2509.4080127
3107,959.574645996
3118,1110.4818457
3120,4532.09991211
3123,1893.43674561
3128,1183.92067139
3132,1571.04959717
3140,1571.37831787
3152,2415.06834473
3165,3070.51935547
3183,1451.95771484
3190,1040.76670776
3197,1965.38625244
3201,1253.49769043
3203,1805.62628174
3214,2472.49552734
3219,2247.93458496
3220,1404.14714111
3221,4426.94329102
3229,1698.83534912
3234,1109.70449219
3235,3325.09607422
3240,1675.3067749
3241,1558.52229736
3249,2246.11527344
3254,848.381287842
3264,3820.21629395
3266,2123.82908691
3270,763.457139893
3282,1890.39225098
3285,1834.32256104
3289,1296.56312012
3291,1488.37177002
3295,1997.04147705
3299,805.413079834
3302,1474.621875
3303,5782.08537109
3308,3486.30781738
3309,4249.56453125
3324,2087.19615967
3327,5091.98166016
3330,4004.43428711
3335,1313.53000732
3339,1845.34964355
3340,2534.78770508
3343,1535.65328125
3350,2857.35722168
3353,1699.00413574
3356,8896.57658203
3361,3266.06754883
3368,1015.54360596
3376,1383.36669922
3381,1118.66375977
3383,2536.96911133
3397,3041.07467773
3403,2252.20475098
3405,1680.94756592
3410,1462.02053711
3412,2558.89909668
3416,2918.59904297
3417,1789.96163574
3423,3176.43842285
3427,6653.06351563
3435,3068.30935547
3439,1081.23187256
3441,2535.22969727
3450,1462.15503662
3453,941.349077148
3454,1260.23222168
3458,9023.61587891
3459,1614.01027832
3467,3792.17082031
3469,5725.06899414
3477,1116.04897949
3478,8829.59734375
3482,925.458924561
3484,5543.25269531
3506,2529.44059082
3515,6338.53984375
3522,3472.17156738
3523,1651.67079102
3526,1228.28768555
3532,1524.77534668
3534,1664.46027344
3537,1054.10952393
3539,980.841578369
3542,4670.72352539
3545,1048.72013428
3552,1714.79790527
3554,1236.75210693
3573,1977.45931152
3576,1158.80460937
3577,2961.31808105
3580,1552.65110107
3583,1145.36941406
3584,1535.35242432
3609,1130.7610498
3613,5160.8671875
3623,2131.64078125
3624,3701.02543457
3638,8106.93582031
3642,2067.2376416
3643,2268.8491748
3647,1360.78492432
3653,1816.95421143
3654,4628.76488281
3656,1521.76930664
3658,808.899805908
3659,3826.1030127
3663,6745.29980469
3664,3292.84541504
3666,840.422041016
3681,1299.53923584
3689,2993.78844727
3694,2954.69512695
3695,1524.11220947
3699,1563.06679932
3701,2252.74230469
3704,3551.48578125
3721,1124.06212158
3726,4452.82821289
3727,2953.06308105
3729,2520.91982422
3731,4521.34517578
3738,1325.38914795
3740,2809.84345703
3744,1607.62775391
3757,985.104893799
3758,833.639399414
3778,1726.18758057
3781,3860.93623047
3790,6372.15331055
3796,1180.80110107
3798,7135.37163086
3804,1120.09787354
3813,1104.90713379
3814,1111.96614502
3815,2729.54577148
3818,2032.3450293
3823,2771.60936035
3826,8196.76248047
3831,1661.59929687
3834,3878.62084961
3835,2806.37598633
3849,2425.04949219
3850,2507.33541504
3855,2358.87546387
3864,2497.5222168
3867,2290.66111328
3871,1111.79448242
3879,1722.06148926
3880,2604.3350293
3882,4579.4790625
3884,9982.34470703
3893,1776.7109668
3895,1553.9394873
3901,3130.16832031
3903,980.119880371
3913,1500.40520508
3921,2129.07463867
3929,2507.68539551
3947,818.822155762
3962,1906.09634033
3963,917.087281494
3966,1729.19306396
3975,1836.42335693
3976,5939.60619141
3977,2966.00798828
3978,1159.85298828
3979,914.353985596
3983,1875.23190186
3985,779.941218262
3989,8918.48404297
3992,1855.77328125
3995,2143.59569336
4008,2263.98377441
4013,1730.18510254
4029,1791.53744873
4035,3194.86922363
4040,2274.01428223
4048,837.546704102
4060,2033.7207373
4066,1271.28439941
4075,805.170631104
4079,2413.76838379
4083,1102.26795166
4091,1662.63687012
4092,7210.32237305
4093,2781.33257324
4098,2813.63813477
4108,1553.83533203
4109,854.841209717
4110,3283.62148926
4116,2235.71077148
4129,1716.73489502
4130,4396.63308594
4140,2149.21519043
4146,1662.36744629
4150,4213.02762695
4151,7807.89242187
4153,1331.71776367
4169,6133.05583984
4170,2100.96792725
4179,1593.4057373
4183,4002.96296875
4188,3193.21997559
4190,1515.38463379
4193,1548.13780273
4201,8209.74094727
4205,1162.57345215
4210,2547.91534668
4226,2150.05761719
4229,1862.7440625
4241,2833.56331055
4242,1216.10066162
4257,3434.0357959
4258,641.272452393
4260,2384.9726709
4263,5365.30972656
4267,818.739257812
4273,2197.02852539
4274,1999.07094971
4277,1225.1355249
4281,1620.39301758
4283,4745.89855469
4293,2785.04418945
4294,1402.03162598
4305,3976.00994629
4307,3066.14319336
4318,1386.31191162
4325,2295.70499512
4327,4323.80853516
4332,2964.42509766
4335,4754.82325195
4336,3929.76462891
4337,680.902347412
4339,4027.09994141
4343,1405.68939453
4346,892.361842041
4348,1663.42033936
4350,3673.81204102
4358,2069.18027588
4359,1921.2641748
4363,2026.35573242
4366,4293.56799805
4374,988.159689941
4375,2214.4095752
4377,1090.41443604
4393,3247.80446289
4395,2424.66072754
4400,1035.69401489
4402,6684.48289063
4404,8276.91650391
4415,2388.00246094
4418,1758.68048584
4422,1337.99756836
4430,1411.48603271
4432,2232.7617041
4433,1029.71456299
4435,6247.13289063
4438,1872.054646
4444,1868.92644775
4447,2180.39584473
4451,5163.62453125
4452,1944.12932129
4457,1483.89143066
4459,3860.4660791
4469,1256.38546631
4471,9139.71689453
4486,1129.98579834
4488,2333.2990625
4510,1526.5907959
4515,906.607458496
4527,3931.01683594
4530,992.659106445
4534,816.853365479
4535,3770.26649414
4536,1315.46318604
4548,2797.92067383
4549,1609.11351562
4551,5266.8387207
4556,2733.02992188
4559,697.264833984
4564,1288.54169922
4570,4279.78549805
4575,8021.1371875
4584,3116.37543457
4585,2939.93439941
4591,1957.39899658
4592,2910.54510742
4593,1948.59131836
4594,1062.83056763
4598,1026.73933105
4607,2458.87035645
4608,891.999117432
4620,2348.5519043
4621,3334.19121094
4625,2681.80770508
4635,3011.70929687
4638,5129.83588867
4652,2797.0151709
4657,2516.93943848
4658,1941.68020264
4666,5515.21351562
4672,1495.49487549
4676,2885.07370605
4680,1026.80417725
4681,6560.79023438
4683,3366.64065918
4684,1043.71446411
4689,2635.75984863
4690,2691.6878418
4692,1826.84997314
4697,1789.96059326
4700,1775.74481689
4705,17969.9115234
4721,1874.50643555
4726,1883.17377197
4729,896.906208496
4731,4779.69121094
4736,2055.64947754
4739,1803.01633789
4740,1792.22901367
4753,1090.79204346
4754,2477.72174316
4755,5357.90638672
4756,1059.38245117
4759,1803.82806641
4764,1205.40254883
4771,3057.80393555
4772,1694.35119873
4776,764.414648437
4780,2995.95834473
4784,1469.69438965
4786,1369.38585449
4787,3261.87672852
4789,1034.96144653
4794,1900.92724854
4800,1643.70294922
4807,3148.64150391
4813,8491.04136719
4818,2323.83586426
4823,11178.0384375
4824,1954.68229248
4829,2591.23982422
4830,889.705014648
4835,2484.39870117
4844,1669.01797363
4845,1569.10559082
4846,2421.68259766
4847,802.912507324
4854,2991.8528125
4857,3177.36459961
4861,914.162441406
4863,1088.31026123
4866,2900.31070313
4869,4408.40376953
4871,1385.35279541
4872,2088.08929443
4875,2600.86503906
4877,8675.19667969
4878,916.892949219
4885,1967.65068848
4886,1453.06
4888,4140.31124512
4890,1193.21731201
4896,1078.53916016
4899,2458.84674316
4913,719.312722168
4916,2118.37596191
4920,3866.84975586
4925,2890.17592285
4934,2069.2652124
4941,2304.45018555
4946,1533.24706299
4954,2980.8624707
4956,1286.60652588
4958,4922.98357422
4965,1160.05539307
4966,1232.92946045
4970,2559.99931641
4977,1777.27446777
4980,2684.39084473
4984,1931.15987305
4995,843.708537598
4997,2994.46140137
4999,2147.38317871
5005,3737.94320801
5011,1650.09360352
5015,2378.6387793
5016,2456.3179834
5019,2894.95248047
5024,2147.37435059
5030,2027.5067041
5031,1617.88775635
5034,2072.45870605
5047,10601.1720508
5048,2467.51320313
5052,1298.77928467
5061,1994.09125977
5062,9799.96890625
5067,3572.6441748
5068,4607.00637695
5077,1401.10524902
5079,2080.23623291
5090,3026.12901855
5094,2193.75265625
5103,1910.89507813
5104,877.475437012
5106,2092.68148437
5107,2050.08023682
5110,1120.78433838
5114,1840.84333984
5116,4276.41058594
5121,5645.15288086
5122,2908.23107422
5124,947.808725586
5132,4189.14987793
5133,1725.75956543
5138,2069.45560547
5143,2398.84233398
5153,1533.20860107
5154,1920.72375244
5155,878.002312012
5160,1779.74497314
5169,4106.50742187
5172,3377.88651367
5173,3272.53722168
5179,941.161103516
5182,3058.90956055
5187,1137.72803955
5192,3018.37459961
5211,1267.07309814
5213,3081.39620117
5219,876.316859131
5225,2593.97610352
5226,1082.40774902
5227,4494.99435547
5228,2114.44176758
5239,3759.06327148
5241,1441.19729248
5244,2139.33623047
5248,3897.74415039
5260,1246.61122559
5266,1071.14493408
5273,1802.47759277
5280,7427.51833008
5298,4625.94572266
5300,999.803369141
5306,3145.23339355
5307,1124.620625
5311,4351.83475586
5316,1114.22507324
5323,872.626697998
5332,1675.27302734
5336,1781.6945874
5338,987.215004883
5342,3339.44518555
5347,1235.93364746
5355,4043.64544434
5357,1999.45672119
5362,1365.5197168
5363,1281.69834961
5364,950.646396484
5366,2422.21025391
5374,4738.49004883
5375,704.3796521
5379,2889.24213379
5380,2422.44053223
5383,822.991380615
5385,1557.03263672
5390,1983.64011719
5393,4929.16996094
5398,1875.19279541
5411,2593.6678418
5414,896.588468018
5429,1429.83755127
5432,9034.34619141
5436,1204.36433594
5437,4994.10089844
5439,1133.10745361
5440,3985.17975586
5449,1458.18897461
5458,1208.67639648
5460,879.049908447
5462,1110.77975098
5463,2311.37520996
5465,2564.03585449
5467,3229.42562012
5475,2868.94854004
5483,1937.49462891
5485,1209.53024658
5489,1696.01589111
5493,2719.50883789
5497,751.327110596
5501,1378.77640869
5506,1247.88540771
5507,1511.32234375
5510,3186.62981934
5524,4495.75845703
5531,1342.62182617
5542,3852.89322266
5543,2134.80803223
5544,4642.04887695
5552,1870.59026855
5560,2293.15125488
5563,3986.23451172
5573,2525.36666992
5579,1038.3190564
5584,3466.7870166
5585,9545.60625
5594,1477.93621094
5595,1880.8473999
5597,1855.744104
5598,1395.4064502
5604,1597.02804687
5606,1479.45493164
5610,1093.51211914
5615,4595.76191406
5631,1265.22637207
5637,1483.02334961
5646,1599.93111816
5656,3179.8095166
5658,10839.8213867
5666,1477.40798096
5668,2617.26147461
5673,1286.28763428
5680,1246.57019775
5691,2672.0305127
5692,6453.38347656
5693,2012.36817871
5697,3342.2263623
5698,1757.4144873
5700,2032.09553467
5704,2019.71244873
5705,1764.03238037
5707,959.734110107
5710,913.596717529
5716,862.315650635
5720,1600.14381348
5722,2389.40830078
5727,2079.04606201
5733,1353.3193335
5737,2437.37928711
5742,3885.04075684
5747,891.374963379
5760,2818.57839844
5774,1437.52153564
5788,5170.73160156
5796,1697.18928223
5797,1369.8654248
5800,2472.18162598
5812,1635.27441162
5814,1077.59883789
5818,1151.38493652
5819,3456.60406738
5823,5664.8218457
5826,2762.84600586
5830,1686.78373535
5831,1530.84773926
5846,2528.45023926
5864,2116.17285156
5869,599.455202637
5870,4213.38152832
5879,1367.50468506
5883,10472.6441016
5886,1169.88966309
5889,5146.07408203
5904,2047.72590332
5905,1050.65224976
5910,2831.87004395
5911,2081.53811279
5914,1754.95150146
5915,1679.74910156
5920,1065.10909912
5925,1791.35055176
5926,1844.54109619
5934,2739.44869141
5939,3116.53205078
5941,983.315338135
5943,987.787580566
5949,3424.20630371
5961,1641.33712646
5965,5183.07423828
5966,2535.98308105
5969,689.275072021
5970,2298.3030127
5978,2978.25838379
5979,2748.8382373
5983,1386.22560303
5985,6527.54268555
5989,1297.81047852
5997,1449.63590088
6004,2195.56589355
6010,3906.05105957
6013,1469.40843262
6019,1531.85974854
6020,1182.46922119
6032,1109.55984619
6036,4923.43611328
6037,5765.73472656
6039,1645.42437744
6050,1698.11575684
6051,1457.31228027
6053,4720.22146484
6057,1601.56727539
6059,1247.11594727
6067,4054.79085449
6068,1452.89922852
6075,1537.72301758
6078,807.497322998
6079,4846.06151367
6080,3823.45533203
6082,4375.69182617
6084,1193.57116699
6091,2939.21860352
6092,1222.31721436
6093,5242.29390625
6096,1620.91193115
6102,1740.24686768
6105,1696.43901855
6116,1731.03349609
6122,862.133886719
6126,946.409543457
6131,4561.11897461
6140,5246.19673828
6141,1143.08970215
6146,898.711672363
6147,2542.024375
6157,2785.5116748
6162,2417.33913574
6163,2280.78041992
6165,2404.24443848
6170,6960.618125
6208,1853.74325928
6216,4169.5071582
6218,1612.70965332
6223,2418.13417969
6224,2054.48469238
6227,1728.19748535
6240,10952.9662891
6241,1463.27598389
6246,1152.94937012
6248,4254.2255957
6249,1165.15405518
6255,1630.78883545
6261,3011.46197754
6262,7515.50878906
6269,1571.07098633
6271,2129.02901855
6278,2628.95969727
6284,1568.26883545
6285,1364.12317139
6287,1029.6108252
6288,2420.98177246
6291,2195.98021973
6296,919.444715576
6297,3541.15069824
6304,1918.2453833
6309,3012.73494141
6310,868.127811279
6311,2246.95363281
6316,1210.17125732
6319,1522.10060303
6332,9743.32142578
6335,6724.15558594
6336,1200.94308105
6341,1010.19414063
6359,1195.63321289
6369,1789.82763184
6375,660.043564453
6378,3460.06291992
6380,3230.26994629
6385,10977.7964258
6387,7847.57549805
6391,2873.05514648
6392,682.355452881
6393,2557.12916016
6400,814.710125732
6411,2906.76031738
6415,1982.32550049
6416,2299.44727539
6419,3039.1779248
6421,1219.97979492
6432,2399.19496582
6438,1528.07180176
6444,863.705799561
6445,1473.58177734
6446,1290.76776367
6448,8052.19072266
6452,1428.02233643
6459,1935.66954346
6470,3944.40949707
6475,891.752255859
6484,2457.09634277
6492,2454.21178223
6502,1711.1592627
6505,1206.52963867
6506,1797.44091553
6513,1735.45108154
6514,3210.46967773
6524,4783.09210938
6525,640.12286377
6528,1465.89049072
6529,9673.51337891
6531,1599.50813477
6538,1761.55732178
6541,4115.70702148
6546,2874.37529785
6553,832.388132324
6563,710.666390381
6567,1857.91276855
6586,5822.32363281
6588,2309.68808105
6589,4339.45853516
6591,3648.43375488
6596,1362.77588135
6607,1562.82567139
6613,11037.4663867
6615,1937.55713379
6625,1251.01374756
6629,3486.28693848
6630,2648.35898438
6632,1421.84544922
6640,830.590118408
6645,2871.17992676
6648,2139.6321875
6656,1674.52716064
6658,2621.9170459
6661,1550.12882568
6663,2226.9148584
6665,2997.17135254
6673,1748.48455322
6676,1814.43643555
6681,1226.29029297
6683,1630.85109619
6684,812.354248047
6695,1244.92065918
6697,1574.14997314
6700,2853.0979248
6702,1064.6094165
6703,1280.11295898
6704,3800.31274414
6712,4392.87290039
6716,4778.07522461
6723,1290.26613281
6733,3976.21145996
6734,2189.48473145
6739,3948.99538086
6743,643.640562744
6746,1523.76654297
6756,1337.08611572
6758,1392.80533447
6765,834.876630859
6772,2028.39988037
6776,3532.22339844
6777,1776.55658447
6784,3161.09482422
6785,1288.12030518
6788,1556.09674072
